data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8012490,508,MZM2060,2060,"08 February 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Mozambique (1990-)","Dyck Advisory Group",1,"Islamist Militia (Mozambique)",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,"Cabo Ligado","Local partner-Other","On 8 February 2021, Mozambican Defense and Security Forces, supported by Dyck Advisory Group (DAG) choppers, carried out air strikes against members of an Islamist Militia in Namadolo, Keilha and Nango in Macomia district (Cabo Delgado). No fatalities and/or injuries reported.",0,1622068035,MOZ
8012512,508,MZM2055,2055,"07 February 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Chai,Chai,-11.9319,40.1103,1,"Cabo Ligado","Local partner-Other","On 7 February 2021, members of an Islamist militia kidnapped two women in Chai (Macomia, Cabo Delgado). The victims were released after the assault.",0,1622068035,MOZ
8012536,508,MZM2050,2050,"05 February 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Chinda,-11.5813,40.0375,2,"Cabo Ligado","Local partner-Other","On 5 February 2021, members of an Islamist militia clashed with Mozambican Defense and Security Forces near Chinda (Muidumbe, Muidumbe). No fatalities and/or injuries reported.",0,1622068035,MOZ
8012600,508,MZM2053,2053,"02 February 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Lijungo,-11.2775,39.8396,1,"Carta de Mocambique",National,"On 2 February 2021, members of an Islamist militia attacked civilians in the village of Lijungo (Nangade, Nangade). No fatalities and/or injuries reported.",0,1622068035,MOZ
8012601,508,MZM2054,2054,"02 February 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Nkonga,-11.2418,39.8882,1,"Carta de Mocambique",National,"On 2 February 2021, members of an Islamist militia attacked civilians in the village of Nkonga (Nangade, Nangade). No fatalities and/or injuries reported.",0,1622068035,MOZ
8012627,508,MZM2049,2049,"01 February 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Lijungo,-11.2775,39.8396,1,"Cabo Ligado","Local partner-Other","On 1 February 2021, members of an Islamist militia attacked civilians in the village of Lijungo (Nangade, Nangade). No fatalities and/or injuries reported.",0,1622068035,MOZ
8012645,508,MZM2048,2048,"31 January 2021",2021,2,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Panjele Communal Militia (Mozambique)",,4,34,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Panjele,-11.467,39.9064,1,"Cabo Ligado","Local partner-Other","Around 31 January 2021, members of an Islamist militia clashed with government-backed local militias in Panjele (Nangade, Cabo Delgado). At least three members of the government-backed militias were killed. War material such as bazookas and machine guns were recovered by the government-backed local militias. Reports suggest different number of deaths, ranging from 3 to 27. Fatalities coded as 3.",3,1622068035,MOZ
8012658,508,MZM2047,2047,"31 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Nangade Communal Militia (Mozambique)",,4,34,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Nkonga,-11.2418,39.8882,1,"Cabo Ligado","Local partner-Other","On 31 January 2021, members of an Islamist militia clashed with local government-backed militias in Nkonga (Nangade, Cabo Delgado). The group attacked Nkonga the previous day (coded separately). The members of the Islamist militia attacked civilians, stole food and kidnapped two girls. No fatalities/or injuries reported.",0,1622068035,MOZ
8012664,508,MZM2046,2046,"30 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Nkonga,-11.2418,39.8882,1,"Cabo Ligado","Local partner-Other","On 30 January 2021, members of an Islamist militia attacked civilians in Nkonga (Nangade, Cabo Delgado). Goods were seized and houses were set on fire. The road between Pudina and Palma was blocked with trees and logs. No fatalities and/or injuries reported.",0,1622068035,MOZ
8012762,508,MZM2043,2043,"24 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)","Police Forces of Mozambique (1990-) Mozambican Frontier Guard",1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Olumbi,-10.9931,40.4739,1,"Cabo Ligado","Local partner-Other","On 24 January 2021, members of an Islamist militia clashed with military Joint Task Force and border guards in Olumbi (Palma, Cabo Delgado). The Joint Task Force had to retreat back to Palma. No fatalities and/or injuries reported.",0,1622068035,MOZ
8012792,508,MZM2045,2045,"23 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Cabo Ligado","Local partner-Other","On 23 January 2021, members of an Islamist militia attacked civilians in Nangade Palma Section (Nangade, Cabo Delgado). A vehicle was shot at and the driver was hit in the head, and others in the car also died. Survivors were took as hostages. Unknown fatalities coded as 3.",3,1622068035,MOZ
8012805,508,MZM2042,2042,"22 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Police Forces of Mozambique (1990-) Mozambican Frontier Guard",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Mandimba,-10.9375,39.849,1,"Carta de Mocambique",National,"On 22 January 2021, members of an Islamist militia attacked Mozambican Frontier Guards in Mandimba (Nangade, Cabo Delgado). 7 people were killed.",7,1622068035,MOZ
8012829,508,MZM2040,2040,"21 January 2021",2021,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Namiune Communal Group (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Namiune,-11.0387,39.859,1,"Cabo Ligado","Local partner-Other","Around 21 January 2021, members of an Islamist militia attacked civilians in Namiune (Nangade, Cabo Delgado), killing the local chief of the village. Four children were kidnapped.",1,1622068035,MOZ
8012838,508,MZM2044,2044,"21 January 2021",2021,2,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Police Forces of Mozambique (1990-) Mozambican Frontier Guard",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Mandimba,-10.9375,39.849,1,"Cabo Ligado","Local partner-Other","Around 21 January 2021, members of an Islamist attacked border guards and civilians in Mandimba (Mandimba, Niassa). One civilian and two frontier guards were killed. Mandimba was looted and civilians were beaten.",3,1622068035,MOZ
8012852,508,MZM2041,2041,"21 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Chai Communal Militia (Mozambique)","Nova Zambezia Communal Militia (Mozambique)",4,34,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Chai,Litamanda,-11.8966,40.1097,2,"Cabo Ligado","Local partner-Other","On 21 January 2021, local militias from Chai and Nova Zambezia clashed with members of an Islamist militia in the woods of Litamanda (Macomia, Cabo Delgado), killing 6 members of the Islamist militia. Two local militiamen were injured.",6,1622068035,MOZ
8012897,508,MZM2039,2039,"19 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Labour Group (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Pundanhar,Pundanhar,-10.8947,40.0611,1,"Club Mozambique; Carta de Mocambique",National,"On 19 January 2021, members of an Islamist militia attacked a car transporting gasoline and passengers in Pundanhar (Palma, Cabo Delgado), killing 3 people. The car was set on fire.",3,1622068036,MOZ
8012945,508,MZM2037,2037,"16 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Pundanhar,Pundanhar,-10.8947,40.0611,2,"Carta de Mocambique; Cabo Ligado; Club Mozambique","Local partner-Other","On 16 January 2021, members of an Islamist militia attacked a soccer team close to Pundanhar (Pundanhar, Palma), when 2 vehicles were ambushed. Cars were destroyed and goods looted. At least 5 people were killed in the attack.",5,1622068036,MOZ
8012950,508,MZM2038,2038,"16 January 2021",2021,1,Battles,"Armed clash","Military Forces of Mozambique (1990-)","Dyck Advisory Group",1,"Islamist Militia (Mozambique)",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Quissenge,-11.1642,40.4639,2,"Cabo Ligado","Local partner-Other","On 16 January 2021, Mozambican security forces, supported by Dyck Advisory Group helicopters, clashed with members of an Islamist militia in Ntuleni, close to Quissenge (Palma, Cabo Delgado). Members of the Islamist militia used civilians as human shields. Unknown fatalities reported and coded as 3.",3,1622068036,MOZ
8012952,508,MZM2036,2036,"16 January 2021",2021,1,Battles,"Armed clash","Military Forces of Mozambique (1990-)",,1,"Islamist Militia (Mozambique)",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Olumbi,-10.9931,40.4739,1,"Cabo Ligado","Local partner-Other","On 16 January 2021, members of an Islamist militia clashed with government security forces whilst hiding in a mosque in the village of Olumbi (Palma, Cabo Delgado). An unknown number of militia members were killed. Unknown fatalities coded as 3.",3,1622068036,MOZ
8012970,508,MZM2035,2035,"15 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Olumbua,-12.223,40.5047,1,"Cabo Ligado","Local partner-Other","On 15 January 2021, members of an Islamist militia attacked the village of Olumbua (Macomia, Cabo Delgado), firing shots and raiding several houses. No fatalities/or injuries reported.",0,1622068036,MOZ
8012971,508,MZM2034,2034,"15 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Labour Group (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Cabo Ligado","Local partner-Other","On 15 January 2021, members of an Islamist militia attacked a truck on the main access road linking Nangade (Nangade, Cabo Delgado) with Palma. Assailants shot in the air and seized all goods. The vehicle was not destroyed. No casualties/or injuries reported.",0,1622068036,MOZ
8012996,508,MZM2032,2032,"14 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Chai,Chai,-11.9319,40.1103,1,"Cabo Ligado","Local partner-Other","On 14 January 2021, members of an Islamist militia attacked the village of Chai (Macomia, Cabo Delgado), firing shots indiscriminately. No fatalities/or injuries reported.",0,1622068036,MOZ
8012997,508,MZM2033,2033,"14 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Former Military Forces of Mozambique (1990-)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Namacande,-11.7878,39.9144,2,"Cabo Ligado","Local partner-Other","On 14 January 2021, members of an Islamist militia attacked former combatants, ambushing them, in Namacande (Muidumbe, Cabo Delgado), killing 2 veterans.",2,1622068036,MOZ
8013058,508,MZM2031,2031,"11 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,"Cabo Ligado","Local partner-Other","On 11 January 2021, Mozambican Government Security Forces clashed with members of an Islamist militia in an area east of Macomia (Macomia, Cabo Delgado). Two members of the Islamist militia were killed and unknown number captured.",2,1622068036,MOZ
8013109,508,MZM2027,2027,"09 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Ibo,Ibo,"Matemo Island",-12.213,40.5948,1,"Club Mozambique; Cabo Ligado; Noticias","Local partner-Other","On 9 January 2021, members of an Islamist militia clashed with Mozambican Defense and Security Forces in Matemo Islands (Ibo, Cabo Delgado). 4 members of the Islamist militia were killed by the soldiers.",4,1622068036,MOZ
8013110,508,MZM2028,2028,"09 January 2021",2021,1,"Violence against civilians",Attack,"RMJ: Renamo Military Junta",,3,"Civilians (Mozambique)","Labour Group (Mozambique)",7,37,"Eastern Africa",Mozambique,Sofala,Chibabava,Muxungue,Zove,-20.5587,33.8395,2,"Club Mozambique; Noticias; Carta de Mocambique",National,"On 9 January 2021, the Renamo Military Junta attacked a convoy of trucks and cars in the region of Zove (Chibabava, Sofala), killing one civilian.",1,1622068036,MOZ
8013131,508,MZM2026,2026,"08 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Ibo,Ibo,"Matemo Island",-12.213,40.5948,1,"Cabo Ligado; Carta de Mocambique; Club Mozambique","Local partner-Other","On 8 January 2021, members of an Islamist militia attacked civilians in Matemo Islands (Ibo, Cabo Delgado). Civilians were abducted and food and goods were seized.",0,1622068036,MOZ
8013154,508,MZM2024,2024,"07 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Ibo,Ibo,"Matemo Island",-12.213,40.5948,1,"O Pais; Carta de Mocambique; Cabo Ligado; Club Mozambique","Local partner-Other","On 7 January 2021, members of an Islamist militia attacked civilians in Matemo Islands (Ibo, Cabo Delgado). One woman and three children were abducted and food and goods were seized, including a motor boat. No fatalities and/or injuries reported.",0,1622068036,MOZ
8013155,508,MZM2025,2025,"07 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Olumbua,-12.223,40.5047,1,"Club Mozambique; Carta de Mocambique; Cabo Ligado; Noticias","Local partner-Other","On 7 January 2021, members of an Islamist militia attacked civilians in Olumbua (Macomia, Cabo Delgado), capturing 13 civilians. According to another report, 21 civilians were abducted (15 women and 6 children). At least 7 fishermen were beheaded and 14 people died in total.",14,1622068036,MOZ
8013200,508,MZM2002,2002,"05 January 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Ibo,Quirimba,"Quirimba Island",-12.4085,40.5979,1,"Cabo Ligado; Zitamar","Local partner-Other","On 5 January 2021, members of an Islamist militia attacked civilians in Quirimba Islands (Ibo, Cabo Delgado). The members of the Islamist militia seized food supplies and a fishing boat. According to some reports, four people were killed while according to other reports no fatalities.",0,1622068036,MOZ
8013225,508,MZM2001,2001,"04 January 2021",2021,1,"Violence against civilians",Attack,"Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Muagamula,-12.1643,40.1113,2,"Cabo Ligado","Local partner-Other","On 4 January 2021, Mozambican Defense and Security Forces attacked a civilian close to Muagamula (Macomia, Cabo Delgado). The citizen was walking during the night holding a lantern, he was shot and died.",1,1622068036,MOZ
8013240,508,MZM2000,2000,"02 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)","Police Forces of Mozambique (1990-)",1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Quitunda,-10.8459,40.4774,1,"Zitamar; Cabo Ligado; Club Mozambique","Local partner-Other","On 2 January 2021, members of an Islamist militia clashed with Mozambican Joint Task Forces and Mozambican Defense and Security Forces in Quitunda (Palma, Cabo Delgado). Several houses were destroyed. No fatalities and/or injuries reported.",0,1622068036,MOZ
8013245,508,MZM2030,2030,"02 January 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Monjane,-10.9027,40.4921,1,"Cabo Ligado","Local partner-Other","Property destruction: On 2 January 2021, members of an Islamist militia, withdrawing from a clash with Mozambican Joint Task Forces in Quitunda (coded separately) returned to Monjane (Palma, Cabo Delgado), destroying several houses. No fatalities and/or injuries reported.",0,1622068036,MOZ
8013262,508,MZM1999,1999,"01 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)","Police Forces of Mozambique (1990-)",1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Quitunda,-10.8459,40.4774,1,"Televisao de Mozambique; BBC News; Miramar; O Pais; VOA; Zitamar; Cabo Ligado; AP; Club Mozambique","Local partner-Other","On 1 January 2021, members of an Islamist militia clashed with Mozambican Joint Task Forces and Mozambican Defense and Security Forces in Quitunda (Palma, Cabo Delgado). Three civilian houses were invaded by the Islamist militia. A suspected informant of the Islamist militia was killed. 1 policeman was injured.",1,1622068036,MOZ
8013265,508,MZM2023,2023,"01 January 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Quitupo,-10.8221,40.522,1,"Cabo Ligado; RFI","Local partner-Other","On 1 January 2021, the Mozambican Joint Task Force (JTF) clashed with two members of an Islamist militia in Quitupo (Palma, Cabo Delgado). The two members of the Islamist militia were killed.",2,1622068036,MOZ
8013301,508,MZM2029,2029,"30 December 2020",2020,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Olumbi,-10.9931,40.4739,1,"Cabo Ligado","Local partner-Other","On 30 December 2020, members of an Islamist militia attacked civilians in Olumbi (Palma, Cabo Delgado). An unknown number of civilians were kidnapped. No fatalities/or injuries reported.",0,1622068037,MOZ
8013327,508,MZM1995,1995,"29 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Monjane,-10.9027,40.4921,1,"Zitamar; Cabo Ligado; VOA; Club Mozambique; Carta de Mocambique","Local partner-Other","On 29 December 2020, Mozambican Defense and Security Forces clashed with members of an Islamist militia group in the village of Monjane (Palma, Cabo Delgado).",0,1622068037,MOZ
8013306,508,MZM1996,1996,"29 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Monjane,-10.9027,40.4921,2,"Cabo Ligado; Carta de Mocambique","Local partner-Other","On 29 December 2020, a group of Islamist militia clashed with Mozambican Defense and Security Forces on the road of Monjane (Palma, Cabo Delgado) north to Patacua. The Islamist militia ambushed a military convoy, two soldiers and one member of the Islamist militia group were killed.",3,1622068037,MOZ
8013307,508,MZM1998,1998,"29 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Police Forces of Mozambique (1990-)","Military Forces of Mozambique (1990-)",1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,Manica,Sussundenga,Muoha,Sussundenga,-19.2753,33.1519,1,"Carta de Mocambique",National,"On 29 December 2020, Mozambican security forces abducted two men in Sussundenga (Sussundenga, Manica). The two men are members of the family Chingoma.",0,1622068037,MOZ
8013348,508,MZM1994,1994,"28 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Olumbi,-10.9931,40.4739,1,"VOA; Cabo Ligado; Club Mozambique","Local partner-Other","On 28 December 2020, Islamist militia group attacked the village of Olumbi (Palma, Cabo Delgado). Dozens of civilians were abducted and at least 5 were killed.",5,1622068037,MOZ
8013367,508,MZM2020,2020,"27 December 2020",2020,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Magaia,-11.6558,39.9372,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 27 December 2020, Islamist militia attacked civilians in Magaia (Muidumbe, Cabo Delgado). 5 civilians were killed.",5,1622068037,MOZ
8013455,508,MZM2019,2019,"23 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Mute,-10.9628,40.3517,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 23 December 2020, members of an Islamist militia clashed with Mozambican Defense and Security Forces in Mute (Palma, Cabo Delgado). Houses were destroyed and food seized. Mozambican forces killed at least four members of the Islamist militia and seized six firearms.",4,1622068037,MOZ
8013490,508,MZM2018,2018,"20 December 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Metuge,Metuge,Metuge,-12.9713,40.3963,1,"Carta de Mocambique",National,"On 20 December 2020, members of the Mozambican Defense and Security Forces tried to steal money from a man in Metuge (Metuge, Cabo Delgado). The soldiers also assaulted the father of the man.",0,1622068037,MOZ
8013560,508,MZM2015,2015,"17 December 2020",2020,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Namacande,-11.7878,39.9144,2,"Cabo Ligado; Pinnacle News","Local partner-Other","On 17 December 2020, a group of at least 8 Islamist militia attacked and beheaded civilians in the woods near Namacande (Muidumbe, Cabo Delgado). 12 civilians were killed.",12,1622068037,MOZ
8013573,508,MZM2016,2016,"16 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Mueda Communal Militia (Mozambique)",,4,34,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Namacande,-11.7878,39.9144,2,"Pinnacle News; Cabo Ligado","Local partner-Other","On 16 December 2020, communal militia from Mueda clashed with a group of Islamist militia in the area of Namacande (Muidumbe, Cabo Delgado). No fatalities and/or injuries reported",0,1622068037,MOZ
8013574,508,MZM2017,2017,"16 December 2020",2020,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Labour Group (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Cabo Ligado; VOA","Local partner-Other","On 16 December 2020, a group of Islamist militia destroyed five vehicles, including a minibus, two mobile phone company vehicles and a passenger and cargo vehicle south of the district of Nangade (Nangade, Cabo Delgado), on the road linking Nangade to Mueda. The vehicles were destroyed by fire.",0,1622068037,MOZ
8013588,508,MZM2008,2008,"15 December 2020",2020,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Awasse,-11.5096,40.0314,1,"Carta de Mocambique; Pinnacle News",National-Regional,"On 15 December 2020, a group of Islamist militia clashed with the Mozambican Government Security Forces in Awasse (Mocimboa da Praia, Cabo Delgado). At least 24 members of the Islamist militia group and 6 soldiers were killed. 16 soldiers were injured.",30,1622068037,MOZ
8013590,508,MZM2010,2010,"15 December 2020",2020,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Machava,-10.9015,39.9608,1,VOA,International,"Around 15 December 2020 (between 15 - 16 December), a group of Islamist militia attacked civilians in the village of Machava (Nangade, Cabo Delgado). The group also attacked the following villages in the district of Nangade: Nkonga (coded separately), Machava (coded separately), Namiune (coded separately), Litingina (coded separately) and Samora Machel (coded separately).",0,1622068037,MOZ
8013591,508,MZM2013,2013,"15 December 2020",2020,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Nkonga,-11.2418,39.8882,1,VOA,International,"Around 15 December 2020 (between 15 - 16 December), a group of Islamist militia attacked civilians in the village of Nkonga (Nangade, Cabo Delgado). The group also attacked the following villages in the district of Nangade: Machava (coded separately), Namiune (coded separately), Litingina (coded separately) and Samora Machel (coded separately).",0,1622068037,MOZ
8013605,508,MZM2012,2012,"15 December 2020",2020,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Pinnacle News",Regional,"Around 15 December 2020 (between 15 - 16 December) , a group of Islamist militia attacked civilians Samora Machel in the district of Nangade (Nangade, Cabo Delgado). The following villages in the district of Nangade were attacked: Nkonga (coded separately), Machava (coded separately), Namiune (coded separately).",0,1622068037,MOZ
8013620,508,MZM2009,2009,"15 December 2020",2020,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Litingina,-11.1556,39.6625,1,"Pinnacle News; VOA",Regional-International,"Around 15 December 2020 (between 15 - 16 December), a group of Islamist militia attacked civilians in the village of Litingina (Nangade, Cabo Delgado). The group also attacked the following villages in the district of Nangade: Nkonga (coded separately), Machava (coded separately), and Samora Machel (coded separately). The district of Palma and the district of Nangade (coded separately) was also attacked. At least 10 people were killed during the attack on Litingina.",10,1622068037,MOZ
8013621,508,MZM2011,2011,"15 December 2020",2020,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Namiune,-11.0387,39.859,1,"VOA; Pinnacle News",Regional-International,"Around 15 December 2020 (between 15 - 16 December), a group of Islamist militia attacked civilians in Namiune (Nangade, Cabo Delgado). The following villages in the district of Nangade were attacked: Nkonga (coded separately), Machava (coded separately), and Samora Machel (coded separately).",0,1622068037,MOZ
8013645,508,MZM1992,1992,"13 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mozambique)",,3,"Civilians (Mozambique)","RENAMO: Mozambican National Resistance",7,37,"Eastern Africa",Mozambique,Manica,Chimoio,Chimoio,Chimoio,-19.1164,33.4833,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 13 December 2020, an unidentified armed group abducted Manica's Renamo provincial delegate in Chimoio (Chimoio, Manica). The men were dressed in police uniforms.",0,1622068038,MOZ
