data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8048133,508,MZM2192,2192,"28 May 2021",2021,2,"Violence against civilians",Attack,"Police Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)","Prisoners (Mozambique)",7,17,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"Club Mozambique; O Pais",National-Regional,"Around 28 May 2021 (as reported), police officers in Maputo assaulted a civilian after the man tried to help some people who were being looted by the officers. The man was taken to the police station and was beaten again by seven policemen. The officers were suspended.",0,1622493898,MOZ
8048132,508,MZM2191,2191,"24 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"O Pais; Club Mozambique; Twitter","New media-National","On 24 May 2021, dozens of vendors gathered at Costa do Sol beach in Maputo (Maputo, Maputo City), demanding action by the Maputo City Council, which promised to build a market near the beach for the vendors. [size=dozens]",0,1622493898,MOZ
8048131,508,MZM2189,2189,"23 May 2021",2021,1,Protests,"Protest with intervention","Protesters (Mozambique)",,6,"Police Forces of Mozambique (1990-)",,1,16,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"VOA; Twitter; O Pais","New media-Regional","On 23 May 2021, a group of people in Maputo (Maputo, Maputo City) gathered in demonstration against acts of terrorism in Cabo Delgado and in support and solidarity with the Palestinian people, as well as demonstrating against other atrocities around the world. Police officers tried to disperse the demonstrators. [size=no report]",0,1622493898,MOZ
8048333,508,MZM2190,2190,"23 May 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Pangane,-11.9986,40.538,2,"Cabo Ligado","Local partner-Other","Looting: On 23 May 2021, members of an Islamist militia in Ntoni near Pangane (Macomia, Cabo Delgado) surprised six fishermen and looted the group's catch and their money, before allowing them to escape. The fishermen then fled to Pangane.",0,1622493899,MOZ
8048128,508,MZM2181,2181,"22 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Diaca,-11.5381,39.9353,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 22 May 2021, members of the Mozambican Defense and Security Forces in Diaca (Mocimboa da Praia, Cabo Delgado) clashed with members of an Islamist militia. No fatalities and/or injuries reported.",0,1622493898,MOZ
8048129,508,MZM2182,2182,"22 May 2021",2021,1,Battles,"Government regains territory","Military Forces of Mozambique (1990-)","Mueda Communal Militia (Mozambique)",1,"Islamist Militia (Mozambique)",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Namacande,-11.7878,39.9144,1,"Twitter; Cabo Ligado; Club Mozambique","Local partner-Other","On 22 May 2021, members of the Mozambican Defense and Security Forces and Mueda-based militia in Namacande (Muidumbe, Cabo Delgado) clashed with members of an Islamist militia. Government forces were supported by SA-341 Gazelle and Mi-8 helicopters. The area was reoccupied by the Mozambican forces. No fatalities and/or injuries reported.",0,1622493898,MOZ
8048130,508,MZM2187,2187,"22 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Lusa; Club Mozambique; Twitter; Zitamar","New media-National","On 22 May 2021, members of an Islamist militia in Palma (Palma, Cabo Delgado) clashed with members of the Mozambican Defense and Security Forces after they attacked civilians. At least 14 civilian houses and a mosque were burnt. At least nine people were killed, including five members of the Islamist militia and four civilians. Different sources report the death of nine civilians and a larger number of insurgents killed.",9,1622493898,MOZ
8048331,508,MZM2185,2185,"22 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Nangunde,-11.6767,39.84,1,"Cabo Ligado","Local partner-Other","On 22 May 2021, members of the Mozambican Defense and Security Forces in Nangunde (Muidumbe, Cabo Delgado) and Nchinga (coded separately) clashed with members of an Islamist militia. An unknown number of members of the Islamist militia were captured. No fatalities and/or injuries reported.",0,1622493899,MOZ
8048332,508,MZM2188,2188,"22 May 2021",2021,2,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Pundanhar,Pundanhar,-10.8947,40.0611,2,"Cabo Ligado","Local partner-Other","Around 22 May 2021 (as reported), members of an Islamist militia clashed with Mozambican Defense and Security Forces near Pundanhar (Palma, Cabo Delgado). Security forces allegedly killed one member of the Islamist militia.",1,1622493899,MOZ
8048334,508,MZM2183,2183,"22 May 2021",2021,1,Riots,"Mob violence","Rioters (Mozambique)","Vigilante Group (Mozambique)",5,"Islamist Militia (Mozambique)",,3,35,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Cabo Ligado","Local partner-Other","On 22 May 2021, a group of residents in Chacamba in the district of Nangade (Nangade, Cabo Delgado) killed five members of an Islamist militia after they had earlier been captured by a local militia. One member of the Islamist militia was known to the vigilante group. [size=no report]",5,1622493899,MOZ
8048335,508,MZM2184,2184,"22 May 2021",2021,1,Battles,"Armed clash","Nangade Communal Militia (Mozambique)",,4,"Islamist Militia (Mozambique)",,3,34,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,Nangade,Nangade,-11.0772,39.6744,2,"Cabo Ligado","Local partner-Other","On 22 May 2021, local militia in Chacamba in the district of Nangade (Nangade, Cabo Delgado) clashed with five members of an Islamist militia as they fled government operations near Pundanhar. The members of the Islamist militia were captured by the local militias. No fatalities and/or injuries reported.",0,1622493899,MOZ
8048337,508,MZM2186,2186,"22 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Nchinga,-11.7522,39.8725,1,"Cabo Ligado","Local partner-Other","On 22 May 2021, members of the Mozambican Defense and Security Forces in Nchinga (Muidumbe, Cabo Delgado) and Nangunde (coded separately) clashed with members of an Islamist militia. An unknown number of members of the Islamist militia were captured. No fatalities and/or injuries reported.",0,1622493899,MOZ
8048336,508,MZM2179,2179,"21 May 2021",2021,1,"Strategic developments","Non-violent transfer of territory","Military Forces of Mozambique (1990-)",,1,"Islamist Militia (Mozambique)",,3,13,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Diaca,-11.5381,39.9353,1,"Cabo Ligado","Local partner-Other","On 21 May 2021, members of the Mozambican Defense and Security Forces in Diaca (Mocimboa da Praia, Cabo Delgado) reoccupied the area, previously controlled by an Islamist militia. No clash reported.",0,1622493899,MOZ
8048127,508,MZM2180,2180,"21 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Olumbi,Olumbi,-10.9931,40.4739,1,"Cabo Ligado; Televisao de Mozambique; Carta de Mocambique; Club Mozambique","Local partner-Other","On 21 May 2021, members of an Islamist militia clashed with members of the Mozambican Defense and Security Forces in Olumbi (Palma, Cabo Delgado) after a failed attack against civilians. The members of the Islamist militia tried to capture the Olumbi administrative post. According to the government, there was a dispute between the members of the Islamist militia and five were killed. 1,000 civilians were displaced to Maganja.",5,1622493898,MOZ
8010451,508,MZM2178,2178,"19 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mozambique)","Students (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"O Pais",Regional,"On 19 May 2021, a group of students from the University Eduardo Mondlane gathered in Maputo (Maputo, Maputo City) to protest for the reducing of university fees. [size=no report]",0,1622068030,MOZ
8010535,508,MZM2177,2177,"15 May 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Ibo,Quirimba,"Quirimba Island",-12.4085,40.5979,2,"Twitter; Carta de Mocambique","New media-National","On 15 May 2021, members of an Islamist militia in Quifula Island in the Quirimba Islands (Ibo, Cabo Delgado) killed a fisherman. An unknown number of fishermen escaped.",1,1622068030,MOZ
8010560,508,MZM2175,2175,"13 May 2021",2021,1,Battles,"Armed clash","Mueda Communal Militia (Mozambique)",,4,"Islamist Militia (Mozambique)",,3,34,"Eastern Africa",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,Diaca,-11.5381,39.9353,1,"Club Mozambique",National,"On 13 May 2021, members of an Islamist militia clashed with a local militia from Mueda in Diaca (Mocimboa da Praia, Cabo Delgado). Several members of the Islamist militia were killed. Fatalities coded as 3.",3,1622068030,MOZ
8010561,508,MZM2176,2176,"13 May 2021",2021,1,Battles,"Armed clash","Muidumbe Communal Militia (Mozambique)",,4,"Islamist Militia (Mozambique)",,3,34,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Muambula,-11.8199,39.8152,1,"Club Mozambique",National,"On 13 May 2021, members of an Islamist militia in Muambula (Muidumbe, Cabo Delgado) clashed with a local Muidumbe militia. An unknown number of members of the Islamist militia were killed. Unknown fatalities coded as 3.",3,1622068030,MOZ
8010593,508,MZM2173,2173,"12 May 2021",2021,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Labour Group (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,"Carta de Mocambique; Club Mozambique",National,"Around 12 May 2021 (as reported), a group of sailors who were kidnapped by members of an Islamist militia in Makolowe Island near Macomia District (Macomia, Cabo Delgado) killed two of their abductors while sailing towards Mocimboa da Praia. The members of the Islamist militia were pushed into the sea.",2,1622068030,MOZ
8010594,508,MZM2174,2174,"12 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Mozambique)","Health Workers (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"Twitter; O Pais","New media-Regional","Around 12 May 2021 (as reported), a group of nurses at the Hospital Geral da Polana Canico (Maputo, Maputo City) gathered in demonstration in favor of the valorization of their work and against the difficulties related they face to commute to work. [size=no report]",0,1622068030,MOZ
8010602,508,MZM2172,2172,"11 May 2021",2021,1,Protests,"Protest with intervention","Protesters (Mozambique)","Students (Mozambique)",6,"Police Forces of Mozambique (1990-)",,1,16,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"Twitter; VOA; Mozambique Bulletin Subscribe; Carta de Mocambique; Club Mozambique","New media-National","On 11 May 2021, a group of students from the University Eduardo Mondlane gathered in front of the city hall in Maputo (Maputo, Maputo City) in demonstration against the approval by the parliament of additional perks to members of the parliament. The demonstration was broken up by armed police with dogs. One student was arrested. [size= about 40]",0,1622068030,MOZ
8010611,508,MZM2170,2170,"10 May 2021",2021,1,Riots,"Mob violence","Rioters (Mozambique)",,5,"Civilians (South Africa)","Labour Group (South Africa)",7,57,"Eastern Africa",Mozambique,Nampula,Nacala,Nacala,"Nacala Port",-14.5403,40.6682,1,"Club Mozambique",National,"On 10 May 2021, a group of about 20 people in Nacala Port (Nacala, Nacala Porto) invaded the house of a South African who was an employee of a company that provides services to the Port of Nacala. The man was killed with machetes and blunt instruments. A television, computers and clothing were stolen. [size=about 20]",1,1622068030,MOZ
8010629,508,MZM2171,2171,"10 May 2021",2021,2,"Violence against civilians",Attack,"Police Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)","Private Security Forces (Mozambique); Prisoners (Mozambique)",7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Pemba,Pemba,Pemba,-12.9733,40.5176,1,"Club Mozambique; Cabo Ligado","Local partner-Other","Around 10 May 2021 (week of), a private security guard for the Amarula Palma Hotel was released after being arrested by government forces and tortured by authorities in Pemba (Cidade de Pemba, Cidade de Pemba), in an attempt to force him to confess that he was a member of the insurgency. He was released following intervention from his family after photos of him in custody leaked on social media.",0,1622068030,MOZ
8010652,508,MZM2168,2168,"08 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,2,Twitter,"New media","On 8 May 2021, members of an Islamist militia clashed with members of the Mozambican Defense and Security Forces on Macujo road near Macomia (Macomia, Macomia). No fatalities and/or injuries reported.",0,1622068030,MOZ
8010665,508,MZM2169,2169,"08 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mozambique)",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 8 May 2021, an unidentified actor in Macomia (Macomia, Macomia) abducted five girls as they returned home after fetching water in a well. The five girls returned home safe.",0,1622068030,MOZ
8010668,508,MZM2167,2167,"07 May 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Mozambique (1990-) Rapid Intervention Unit",,1,"Civilians (Mozambique)","Labour Group (Mozambique)",7,17,"Eastern Africa",Mozambique,Tete,Moatize,Moatize,Moatize,-16.1153,33.7294,1,"Carta de Mocambique",National,"On 7 May 2021, police officers of the Mozambican Rapid Intervention Unit in Moatize (Moatize, Tete) shot and injured a child and an adult as a group of potters gathered for a meeting with members of the government to discuss their demands for payment of compensation two days after they protested (coded separately).",0,1622068030,MOZ
8010692,508,MZM2164,2164,"07 May 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Nangade Communal Militia (Mozambique)","Military Forces of Mozambique (1990-)",4,34,"Eastern Africa",Mozambique,"Cabo Delgado",Nangade,M'Tamba,Ngalonga,-11.2833,39.8327,1,"Club Mozambique; Cabo Ligado","Local partner-Other","On 7 May 2021, members of a local militia in Ngalonga (Nangade, Cabo Delgado) clashed with members of an Islamist militia. Local militias fired a bazooka that hit two members of the Islamist militia. A military helicopter flew over the village but was prevented from firing. At least five members of the Islamist militia died.",5,1622068030,MOZ
8010694,508,MZM2166,2166,"07 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mozambique)",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Macomia,Macomia,-12.2467,40.1208,1,"Club Mozambique; Cabo Ligado","Local partner-Other","On 7 May 2021, an unidentified group in Macomia (Macomia, Macomia) abducted three girls.",0,1622068030,MOZ
8010737,508,MZM2163,2163,"05 May 2021",2021,1,Protests,"Protest with intervention","Protesters (Mozambique)","Labour Group (Mozambique)",6,"Military Forces of Mozambique (1990-)",,1,16,"Eastern Africa",Mozambique,Tete,Moatize,Moatize,Moatize,-16.1153,33.7294,1,"Twitter; Carta de Mocambique","New media-National","On 5 May 2021, a group of potters in Moatize (Moatize, Tete) blocked the road that gives access to the company Vale in demonstration against a lack of compensation from the company. The Mozambican government sent forces to help contain the workers. [size=no report]",0,1622068030,MOZ
8010738,508,MZM2162,2162,"05 May 2021",2021,2,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique); Refugees/IDPs (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Pemba,Pemba,Pemba,-12.9733,40.5176,2,"Carta de Mocambique; VOA",National-International,"Around 5 May 2021 (as reported), members of an Islamist militia on the beach of Paquitequete close to Pemba (Cidade de Pemba, Cabo Delgado) captured four vessels with internally displaced persons who fled from Palma and other six fishing vessels. An unknown number of civilians were abducted. No fatalities and/or injuries reported.",0,1622068030,MOZ
8010784,508,MZM2158,2158,"03 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,Maputo,Boane,Boane,Boane,-26.0423,32.3302,1,"O Pais; Carta de Mocambique; Club Mozambique",National-Regional,"On 3 May 2021, private transport operators gathered in Boane (Boane, Maputo) in demonstration against electronic ticketing and lack of support during the coronavirus pandemic, and in favor of the right to raise their fares. The fare has been unchanged for the past five years. [size=no report]",0,1622068031,MOZ
8010785,508,MZM2159,2159,"03 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,1,"Club Mozambique; Televisao de Mozambique; Carta de Mocambique; O Pais",National-Regional,"On 3 May 2021, private transport operators gathered in Maputo (Maputo, Maputo City) in demonstration against electronic ticketing and lack of support during the coronavirus pandemic, and in favor of the right to raise their fares. The fare has been unchanged for the past five years. [size=no report]",0,1622068031,MOZ
8010786,508,MZM2160,2160,"03 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",Matola,-25.9622,32.4589,1,"O Pais; Miramar; Carta de Mocambique; Club Mozambique; Jornal de Noticias",National-Regional,"On 3 May 2021, private transport operators gathered in Matola (Cidade da Matola, Maputo) in demonstration against electronic ticketing and lack of support during the coronavirus pandemic, and in favor of the right to raise their fares. The fare has been unchanged for the past five years. [size=no report]",0,1622068031,MOZ
8010787,508,MZM2161,2161,"03 May 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Refugees/IDPs (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Mucojo,-12.0653,40.4794,2,"Twitter; Pinnacle News","New media-Regional","On 3 May 2021, members of an Islamist militia close to the island of Mucongwe near Mucojo (Mucojo, Macomia) shot at two vessels who transported internally displaced people. At least 7 people were killed and others were injured.",7,1622068031,MOZ
8010788,508,MZM2165,2165,"03 May 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Pemba,Pemba,Pemba,-12.9733,40.5176,2,"Cabo Ligado; Twitter","Local partner-Other","On 3 May 2021, over 40 civilians who fled from Ilha Makaloe close to Pemba (Cidade de Pemba, Cabo Delgado) were kidnapped by members of an Islamist militia. Some civilians managed to escape.",0,1622068031,MOZ
8010798,508,MZM2157,2157,"02 May 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,Twitter,"New media","Property destruction: On 2 May 2021, members of an Islamist militia in Palma (Palma, Cabo Delgado) burned civilian houses. From 1 to 2 May about 25 houses were set on fire.",0,1622068031,MOZ
8010811,508,MZM2156,2156,"01 May 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,Twitter,"New media","Property destruction: On 1 May 2021, members of an Islamist militia in Palma (Palma, Cabo Delgado) burned civilian houses.",0,1622068031,MOZ
8010824,508,MZM2153,2153,"30 April 2021",2021,2,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,2,"Cabo Ligado","Local partner-Other","Around 30 April 2021 (as reported), members of an Islamist militia in Palma (Palma, Cabo Delgado) clashed with Mozambican Defense and Security Forces. No fatalities and/or injuries reported.",0,1622068031,MOZ
8010825,508,MZM2155,2155,"30 April 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Quionga,Quionga,-10.5961,40.5098,2,"Cabo Ligado","Local partner-Other","On 30 April 2021, members of an Islamist militia near Quionga (Palma, Cabo Delgado) attacked civilians who tried to flee to Tanzania from Palma. Five civilians were reportedly killed and seven injured.",5,1622068031,MOZ
8010834,508,MZM2152,2152,"30 April 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Chai Communal Militia (Mozambique)",,4,34,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Chai,Chai,-11.9319,40.1103,1,"Cabo Ligado; Club Mozambique","Local partner-Other","On 30 April 2021, members of an Islamist militia in Chai (Macomia, Cabo Delgado) clashed with local militia after the members of the Islamist militia attacked the administrative post in Chai and looted food from the village. One civilian was shot in his leg and at least four people were kidnapped by members of the Islamist militia.",0,1622068031,MOZ
8010835,508,MZM2154,2154,"30 April 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Fishermen (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Macomia,Mucojo,Pangane,-11.9986,40.538,1,"Club Mozambique; Cabo Ligado","Local partner-Other","On 30 April 2021, members of an Islamist militia attacked fishermen in Pangane (Mucojo, Macomia). Five fishermen were beheaded, and an unspecified number of people were kidnapped. Remaining civilians fled toward Macomia town.",5,1622068031,MOZ
8010879,508,MZM2149,2149,"28 April 2021",2021,2,"Strategic developments","Looting/property destruction","Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Pinnacle News; Club Mozambique; Undisclosed Source; Zitamar","Local partner-Other","Property destruction: Around 28 April 2021 (as reported), members of the Mozambican Defense and Security Forces set civilian houses on fire in Palma (Palma, Cabo Delgado). No fatalities and/or injuries reported.",0,1622068031,MOZ
8010899,508,MZM2147,2147,"27 April 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Club Mozambique; Zitamar; Cabo Ligado","Local partner-Other","Property destruction: On 27 April 2021, allegedly members of an Islamist militia set civilian houses on fire in Palma (Palma, Cabo Delgado). Some civilians left the city by boat.",0,1622068031,MOZ
8010900,508,MZM2148,2148,"27 April 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Malamba,-10.7097,40.442,2,"Cabo Ligado; Zitamar","Local partner-Other","Property destruction: On 27 April 2021, an unidentified armed group set civilian houses on fire in the Malamba area (Palma, Cabo Delgado).",0,1622068031,MOZ
8010906,508,MZM2150,2150,"27 April 2021",2021,1,"Violence against civilians",Attack,"RMJ: Renamo Military Junta",,3,"Civilians (Mozambique)","Government of Mozambique (1990-)",7,37,"Eastern Africa",Mozambique,Tete,Moatize,Moatize,Moatize,-16.1153,33.7294,2,"O Pais; Club Mozambique; Twitter","New media-National","On 27 April 2021, armed men allegedly from the Renamo Military Junta splinter group in Capirizange in the district of Moatize (Moatize, Tete) fired shots at the official residence of the head of the administrative post of Capirizange. Perpetrators left a letter which identified themselves as members of Renamo Junta and contested the leadership of the current Renamo leader Ossufo Momade. No fatalities and/or injuries reported.",0,1622068031,MOZ
8010921,508,MZM2151,2151,"26 April 2021",2021,1,"Strategic developments","Looting/property destruction","Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Cabo Ligado","Local partner-Other","Property destruction: On 26 April 2021, alleged members of an Islamist militia in Palma (Palma, Cabo Delgado) set civilian houses on fire.",0,1622068031,MOZ
8010932,508,MZM2146,2146,"25 April 2021",2021,1,Battles,"Armed clash","Islamist Militia (Mozambique)",,3,"Military Forces of Mozambique (1990-)",,1,13,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Cabo Ligado","Local partner-Other","On 25 April 2021, members of an Islamist militia clashed with Mozambican Defense and Security Forces in Palma (Palma, Cabo Delgado). Displacement of civilians was reported. No fatalities and/or injuries reported.",0,1622068031,MOZ
8010994,508,MZM2145,2145,"23 April 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)",,7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Cabo Ligado","Local partner-Other","On 23 April 2021, members of an Islamist militia in Expansao neighborhood in Palma (Palma, Cabo Delgado) attacked civilians. At least 5 people were killed and 7 houses were burned.",5,1622068031,MOZ
8011010,508,MZM2144,2144,"22 April 2021",2021,1,"Violence against civilians",Attack,"Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)","Labour Group (Mozambique)",7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Pemba,Pemba,Pemba,-12.9733,40.5176,1,"Cabo Ligado","Local partner-Other","On 22 April 2021, members of the Mozambican Defense and Security Forces fired at a moto taxi as it passed at a security force checkpoint in Pemba (Cidade de Pemba, Cabo Delgado). The passenger was killed and the driver wounded.",1,1622068031,MOZ
8011028,508,MZM2142,2142,"21 April 2021",2021,2,Protests,"Peaceful protest","Protesters (Mozambique)","Labour Group (Mozambique); Women (Mozambique)",6,,,0,60,"Eastern Africa",Mozambique,"Maputo City",Maputo,Maputo,Maputo,-25.9655,32.5832,2,"Club Mozambique",National,"Around 21 April 2021 (week of), a group of residents of the Inhagoia B neighbourhood in the city of Maputo (Maputo, Maputo City) gathered in demonstration against their exclusion from the payment of coronavirus subsidies. The group consisted of elderly people, pregnant women and unemployed men. [size=no report]",0,1622068031,MOZ
8011070,508,MZM2141,2141,"19 April 2021",2021,2,"Violence against civilians",Attack,"Military Forces of Mozambique (1990-)",,1,"Civilians (Mozambique)",,7,17,"Eastern Africa",Mozambique,"Cabo Delgado",Palma,Palma,Palma,-10.7722,40.4756,1,"Cabo Ligado; Zitamar","Local partner-Other","Around 19 April 2021 (as reported), members of the Mozambican Defense and Security Forces allegedly attacked civilians in Palma (Palma, Cabo Delgado) and killed three people.",3,1622068031,MOZ
8011125,508,MZM2143,2143,"16 April 2021",2021,1,"Violence against civilians",Attack,"Islamist Militia (Mozambique)",,3,"Civilians (Mozambique)","Women (Mozambique)",7,37,"Eastern Africa",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,Nangunde,-11.6767,39.84,1,"Cabo Ligado","Local partner-Other","On 16 April 2021, members of an Islamist militia attacked civilians in Nangunde (Muidumbe, Cabo Delgado). One woman was killed in the attack.",1,1622068031,MOZ
